Name,Address,Suburb,Postcode,State,Business Category,Region,latitude,longitude
Ballarat YMCA Community Base,183 Albert Street,Sebastopol,3356,VIC,Recreation Group,Grampians,-37.59,143.83
Ballarat YMCA Community Base,183 Albert Street,Sebastopol,3356,VIC,Swimming Pool,Grampians,-37.59,143.83
Skipton Swimming Pool,Blake Street,Skipton,3361,VIC,Swimming Pool,"Grampians, Barwon S/W",-37.78,143.41
Creswick Regional Park,Creswick,Creswick,3363,VIC,Park/Garden/Reserve,Grampians,-37.42,143.89
Andersons Mill,Smeaton,Smeaton,3364,VIC,Park/Garden/Reserve,Smeaton,-37.37,143.94
Mount Beckworth Scenic Reserve,Clunes,Clunes,3370,VIC,Park/Garden/Reserve,Grampians,-37.29,143.79
Talbot Aquatic Centre,Scandinavian Crescent,Talbot,3371,VIC,Swimming Pool,Loddon-Mallee,-37.15,143.67
Mount Buangor State Park,Beaufort,Beaufort,3373,VIC,Park/Garden/Reserve,Grampians,-37.43,143.38
Ararat Regional Park,Western Highway (just north of Ararat),Ararat,3377,VIC,Park/Garden/Reserve,Grampians,-37.28,142.93
Langi Ghiran State Park,Ararat,Ararat,3377,VIC,Park/Garden/Reserve,Grampians,-37.28,142.93
Ararat Little Athletics Centre,Ararat,Ararat,3377,VIC,Little Athletics Club,Grampians Region,-37.28,142.93
Ararat Solar Olympic Pool,Alexander Gardens,Ararat,3377,VIC,Swimming Pool,Grampians Region,-37.28,142.93
Ararat YMCA,61 - 73 High Street,Ararat,3377,VIC,Swimming Pool,Grampians Region,-37.28,142.93
Stawell Leisure Complex,49-51 Houston Street,Stawell,3380,VIC,Swimming Pool,Grampians Region,-37.16,142.7
Grampians National Park,Halls Gap,Halls Gap,3381,VIC,Park/Garden/Reserve,Grampians,-36.94,143.21
Australian Plant Society Pomonal,Pomonal Hall,Pomonal,3381,VIC,Gardening Club,Grampians Region,-36.94,143.21
Minyip Swimming Pool,Foundry Street,Minyip,3392,VIC,Swimming Pool,Grampians,-36.46,142.59
Horsham Little Athletics Centre,Dudley Cornell Park,Horsham,3402,VIC,Little Athletics Club,Grampians Region,-37.16,142.67
Interchange - Wimmera,Wimmera Uniting Church,Horsham,3402,VIC,Recreation Group,Grampians Region,-37.16,142.67
Horsham Aquatic Centre,53 Hamilton Street,Horsham,3402,VIC,Swimming Pool,Grampians Region,-37.16,142.67
Mount Arapiles - Tooan State Park,Natimuk,Natimuk,3409,VIC,Park/Garden/Reserve,Grampians,-36.78,141.76
Big Desert Wilderness,Nhill-Murrayville Road,Nhill,3418,VIC,Park/Garden/Reserve,Grampians,-36.17,141.33
Nhill Swimming Baths,Nhill,Nhill,3418,VIC,Swimming Pool,Grampians,-36.17,141.33
Lake Hindmarsh Reserve,Lake Hindmarsh,Lake Hindmarsh,3423,VIC,Park/Garden/Reserve,Lake Hindmarsh,-36.14,141.99
Hindmarsh Police Citizens Youth Club,Jeparit Police Station,Jeparit,3423,VIC,Recreation Group,Grampians,-36.14,141.99
Lake Albacutya Park,14km North of Rainbow,Albacutya,3424,VIC,Park/Garden/Reserve,Albacutya,-35.69,141.97
Woodlands Historic Park,Somerton Road,Bulla,3428,VIC,Park/Garden/Reserve,Bulla,-37.64,144.8
Sugargum Farm,120 St Johns Rd,Bulla,3428,,Recreation Group,North and West Metropolitan Region,-37.64,144.8
Sunbury Little Athletics Centre Inc.,Eric Boardman Memorial Reserve,Sunbury,3429,VIC,Little Athletics Club,North and West Metropolitan Region,-37.58,144.73
Sunbury Bridge Club,245 Settlement Road,Sunbury,3429,VIC,Recreation Group,North and West Metropolitan Region,-37.58,144.73
Sunbury & District Obedience Dog Club Inc.,"Boardman Reserve, Mitchells Lane",Sunbury,3429,VIC,Recreation Group,North and West Metropolitan Region,-37.58,144.73
Sunbury Aquatic Centre,20 Ligar Street,Sunbury,3429,VIC,Swimming Pool,North and West Metropolitan Region,-37.58,144.73
Lancefield/Romsey Little Athletics Centre,Romsey Primary School,Romsey,3434,VIC,Little Athletics Club,Loddon-Mallee Region,-37.39,144.64
Lancefield & District Memorial Swimming Pool,Chauncey Street,Lancefield,3435,VIC,Swimming Pool,"Loddon-Mallee, Hume",-37.19,144.69
Gisborne Little Athletics,Dixon Reserve,Gisborne,3437,VIC,Little Athletics Club,Loddon-Mallee,-37.52,144.48
Gisborne Swim Centre,6 Aitken Street,Gisborne,3437,VIC,Swimming Pool,Loddon-Mallee,-37.52,144.48
Macedon Regional Park,Macedon,Macedon,3440,VIC,Park/Garden/Reserve,Loddon-Mallee,-37.4,144.59
Woodend Little Athletics Centre,Oval Next to Buffalo Sports Stadium,Woodend,3442,VIC,Little Athletics Club,Loddon-Mallee Region,-37.39,144.45
Woodend Swimming Pool,Forest Street,Woodend,3442,VIC,Swimming Pool,Loddon-Mallee,-37.39,144.45
Kyneton & District Little Athletics Centre,Kyneton Showgrounds,Kyneton,3444,VIC,Little Athletics Club,Loddon-Mallee Region,-37.09,144.51
Kyneton Swimming Pool,Maxwell Street,Kyneton,3444,VIC,Swimming Pool,Loddon-Mallee,-37.09,144.51
Castlemaine Diggings National Heritage Park,Castlemaine,Castlemaine,3450,VIC,Park/Garden/Reserve,Loddon-Mallee,-37.06,144.22
Everyone Health & Fitness,23A Lyttleton Street,Castlemaine,3450,VIC,Swimming Pool,Loddon-Mallee,-37.06,144.22
Chewton Swimming Pool,Chewton Memorial Park,Chewton,3451,VIC,Swimming Pool,Chewton,-37.03,144.24
Mount Alexander Regional Park,Harcourt,Harcourt,3453,VIC,Park/Garden/Reserve,Harcourt,-37,144.26
Macedon Ranges Bridge Club,19 High Street,Trentham,3458,VIC,Recreation Group,"Loddon-Mallee, Grampians",-37.45,144.29
Hepburn Regional Park,Daylesford and Hepburn Springs,Daylesford,3460,VIC,Park/Garden/Reserve,Grampians,-37.31,144.09
Daylesford Swimming Pool,Central Springs Road,Daylesford,3460,VIC,Swimming Pool,Grampians,-37.31,144.09
Maldon Historic Reserve,Maldon,Maldon,3463,VIC,Park/Garden/Reserve,Loddon-Mallee,-36.98,143.95
Maldon Swimming Pool,Hospital Street,Maldon,3463,VIC,Swimming Pool,Loddon-Mallee,-36.98,143.95
Paddys Ranges State Park,Maryborough,Maryborough,3465,VIC,Park/Garden/Reserve,Loddon-Mallee,-37.07,143.68
Maryborough Little Athletics,Jack Pascoe Reserve,Maryborough,3465,VIC,Little Athletics Club,Loddon-Mallee Region,-37.07,143.68
Maryborough Sports and Fitness Centre,40 Gillies Street,Maryborough,3465,VIC,Swimming Pool,Loddon-Mallee Region,-37.07,143.68
Avoca Swimming Pool,Rutherford Street,Avoca,3467,VIC,Swimming Pool,Grampians,-37.09,143.47
Dunolly Aquatic Centre,Market Street,Dunolly,3472,VIC,Swimming Pool,Loddon-Mallee,-36.92,143.76
St Arnaud Range National Park,St Arnaud,St Arnaud,3478,VIC,Park/Garden/Reserve,Grampians,-36.54,142.92
St Arnaud Little Athletics Centre,Lord Nelson Park,St Arnaud,3478,VIC,Little Athletics Club,Grampians Region,-36.54,142.92
Donald Swimming Pool,24 Campbell Street,Donald,3480,VIC,Swimming Pool,Loddon-Mallee,-36.24,142.69
Hattah-Kulkyne National Park,near Ouyen,near Ouyen,3490,VIC,Park/Garden/Reserve,near Ouyen,-35.2,141.6
Murray-Kulkyne Regional Park,Colignan,Colignan,3494,VIC,Park/Garden/Reserve,Loddon-Mallee,-34.46,142.23
Red Cliffs Swimming Pool,Heytesbury Avenue,Red Cliffs,3496,VIC,Swimming Pool,Loddon-Mallee,-34.29,142.15
Irymple Swimming Pool,15th Street,Irymple,3498,VIC,Swimming Pool,Loddon-Mallee,-34.23,142.18
Kings Billabong Reserve,Mildura,Mildura,3500,VIC,Park/Garden/Reserve,Loddon-Mallee,-34.18,142.16
Murray - Sunset National Park,near Mildura,Mildura,3500,VIC,Park/Garden/Reserve,Loddon-Mallee,-34.18,142.16
Murray River Reserves - Echuca to Robinvale,Mildura,Mildura,3500,VIC,Park/Garden/Reserve,Loddon-Mallee,-34.18,142.16
Murray River Reserves - Mildura to Robinvale (Mallee),Mildura,Mildura,3500,VIC,Park/Garden/Reserve,Loddon-Mallee,-34.18,142.16
Australian Plant Society Mildura,MADEC Community Room 2,Mildura,3500,VIC,Gardening Club,Loddon-Mallee Region,-34.18,142.16
Mildura & Districts Little Athletics Centre,Old Aerodrome Sporting Complex,Mildura,3500,VIC,Little Athletics Club,Loddon-Mallee Region,-34.18,142.16
Northern Mallee Older Adults Recreation Network,2 Currawong Court,Mildura,3500,VIC,Recreation Group,Loddon-Mallee,-34.18,142.16
Da Vinci Bocci Club,1518 Deacon Avenue,Mildura,3500,VIC,Recreation Group,Loddon-Mallee,-34.18,142.16
Mildura Amateur Swimming Club Inc,Twelfth Street,Mildura,3500,VIC,Swimming Club,Loddon-Mallee,-34.18,142.16
Aquacoaster Water Slide,18 Orange Avenue,Mildura,3500,VIC,Swimming Pool,Loddon-Mallee,-34.18,142.16
Club Aquarius,Fifteenth Street,Mildura,3501,VIC,Swimming Pool,Loddon-Mallee,-34.85,142.33
Mildura Aboriginal Corporation,PO Box 2130,Mildura,3502,VIC,Recreation Group,Loddon-Mallee,-37.97,145.26
Mildura Waves,Cnr Deakin Avenue & Twelfth Street,Mildura,3502,VIC,Swimming Pool,Loddon-Mallee,-37.97,145.26
Merbein Swimming Pool,Box Street,Merbein,3505,VIC,Swimming Pool,Loddon-Mallee,-34.2,142.06
Wyperfeld National Park,Murrayville,Murrayville,3512,VIC,Park/Garden/Reserve,Loddon-Mallee,-35.22,141.09
Kooyoora State Park,Inglewood,Inglewood,3517,VIC,Park/Garden/Reserve,Loddon-Mallee,-36.3,143.92
Inglewood Swimming Pool,Inglewood,Inglewood,3517,VIC,Swimming Pool,Loddon-Mallee,-36.3,143.92
Wedderburn Swimming Pool,Peters Street,Wedderburn,3518,VIC,Swimming Pool,Loddon-Mallee,-36.5,143.46
Heathcote-Graytown National Park,near Bendigo,Heathcote,3523,VIC,Park/Garden/Reserve,Loddon-Mallee,-36.94,144.73
Heathcote Swimming Pool,Barrack Street,Heathcote,3523,VIC,Swimming Pool,Loddon-Mallee,-36.94,144.73
Charlton Swimming Pool,Gordon Park,Charlton,3525,VIC,Swimming Pool,Loddon-Mallee,-36.27,143.43
Wycheproof Swimming Pool,Charles Street,Wycheproof,3527,VIC,Swimming Pool,Loddon-Mallee,-36.06,143.39
Leaghur State Park,25 kilometres South-West of Kerang,Leaghur,3537,VIC,Park/Garden/Reserve,Leaghur,-36.01,143.67
Boort Swimming Pool,Lakeview Street,Boort,3537,VIC,Swimming Pool,Loddon-Mallee,-36.01,143.67
Manangatang Swimming Pool,Ouyen Road,Manangatang,3546,VIC,Swimming Pool,Loddon-Mallee,-34.96,142.88
Robinvale Swimming Pool,Latje Road,Robinvale,3549,VIC,Swimming Pool,Loddon-Mallee,-34.85,142.83
Bendigo YMCA Stadium (Y Rock),Mundy Street,Bendigo,3550,VIC,Recreation Group,Loddon-Mallee,-36.76,144.28
Brennan Park,Edwards Road,Bendigo,3550,VIC,Recreation Group,Loddon-Mallee,-36.76,144.28
Loddon Campaspe Older Adults Recreation Network,14 Nolan Street,Bendigo,3550,VIC,Recreation Group,Loddon-Mallee,-36.76,144.28
Bendigo Outdoor Club Inc,PO Box 989,Bendigo,3550,VIC,Recreation Group,Loddon-Mallee Region,-36.76,144.28
Bendigo Aquatics Centre,Barnard Street,Bendigo,3550,VIC,Swimming Pool,Loddon-Mallee,-36.76,144.28
Bendigo East Solar Heated Pool,Lansell Street,Bendigo,3550,VIC,Swimming Pool,Loddon-Mallee,-36.76,144.28
Bendigo Heated Pool,12 Vine Street,Bendigo,3550,VIC,Swimming Pool,Loddon-Mallee Region,-36.76,144.28
Brennan Park Acquatic Centre,Cnr Houlahan Street,Bendigo,3550,VIC,Swimming Pool,Loddon-Mallee,-36.76,144.28
Golden Square Swimming Pool,Maple Street,Bendigo,3550,VIC,Swimming Pool,Loddon-Mallee,-36.76,144.28
Bendigo Regional YMCA,171 Lyttleton Terrace,Bendigo,3550,VIC,Swimming Pool,Loddon-Mallee Region,-36.76,144.28
Bendigo Bridge Club,PO Box 648,Bendigo,3552,VIC,Recreation Group,Loddon-Mallee,-37.83,145.01
Bendigo Bushwalking and Outdoor Club,PO Box 989,Bendigo,3552,VIC,Recreation Group,Loddon-Mallee,-37.83,145.01
Interchange - Loddon Mallee,127 Mitchell Street,Bendigo,3552,VIC,Recreation Group,Loddon-Mallee Region,-37.83,145.01
Life Activities Club - Bendigo,PO Box 620,Bendigo,3552,VIC,Recreation Group,Loddon-Mallee,-37.83,145.01
Bendigo Ice Skating Stadium,60-64 Hattam Street,Golden Square,3555,VIC,Iceskating,Loddon-Mallee Region,-36.83,144.23
Kangaroo Flat Pool,Dower Street,Kangaroo Flat,3555,VIC,Swimming Pool,Loddon-Mallee,-36.83,144.23
Elmore Swimming Pool,Hunter Road,Elmore,3558,VIC,Swimming Pool,Loddon-Mallee,-36.49,144.71
Rochester Little Athletics Centre,Rochester Recreation Reserve Windridge Oval,Rochester,3561,VIC,Little Athletics Club,Loddon-Mallee Region,-36.3,144.67
Rochester Swimming Pool,Ramsay Street,Rochester,3561,VIC,Swimming Pool,Loddon-Mallee,-36.3,144.67
Murray River Reserves - Headwaters to Echuca,Echuca,Echuca,3564,VIC,Park/Garden/Reserve,Loddon-Mallee,-36.13,144.73
Echuca Bridge Club,PO Box 466,Echuca,3564,VIC,Recreation Group,Loddon-Mallee,-36.13,144.73
Echucha War Memorial Aquatic Centre,Cnr Service & High Streets,Echuca,3564,VIC,Swimming Pool,Loddon-Mallee,-36.13,144.73
Leitchville Swimming Pool,The King George Street,Leitchville,3567,VIC,Swimming Pool,Loddon-Mallee,-35.89,144.24
Cohuna Swimming Pool,Recreation Reserve,Cohuna,3568,VIC,Swimming Pool,Loddon-Mallee,-35.84,144.34
Terrick Terrick National Park,Terrick Terrick,Terrick Terrick,3575,VIC,Park/Garden/Reserve,Terrick Terrick,-36.04,143.99
Pyramid Hill Swimming Pool,Victoria Street,Pyramid Hill,3575,VIC,Swimming Pool,Loddon-Mallee,-36.04,143.99
Australian Plant Society Kerang,WD Thomas Day Care Centre,Kerang,3579,VIC,Gardening Club,Loddon-Mallee Region,-35.88,143.87
Kerang Swimming Pool,Shadforth Street,Kerang,3579,VIC,Swimming Pool,Loddon-Mallee,-35.88,143.87
Swan Hill Little Athletics Centre,Ken Harrison Sporting Complex,Swan Hill,3585,VIC,Little Athletics Club,Loddon-Mallee Region,-35.42,143.59
Southern Mallee Older Adults Recreation Network,1/21 Splatt Street,Swan Hill,3585,VIC,Recreation Group,Loddon-Mallee,-35.42,143.59
Swan Hill Pool,Monash Drive,Swan Hill,3585,VIC,Swimming Pool,Loddon-Mallee,-35.42,143.59
Nyah Swimming Pool,Ouyen Road,Nyah,3594,VIC,Swimming Pool,Nyah,-35.15,143.36
Days Mill,Murchison,Murchison,3610,VIC,Park/Garden/Reserve,Hume,-36.54,145.28
Whroo Historic Reserve,Whroo,Whroo,3612,VIC,Park/Garden/Reserve,Whroo,-36.59,144.95
Rushworth Swimming Pool,Cnr Gyle & Moore Streets,Rushworth,3612,VIC,Swimming Pool,"Loddon-Mallee, Hume",-36.59,144.95
Kyabram Little Athletics Centre,Kyabram Secondary College Oval,Kyabram,3620,VIC,Little Athletics Club,Loddon-Mallee Region; Hume Region,-36.31,145.05
Kyabram Swimming Pool,Cnr of Fenaughty & Union Streets,Kyabram,3620,VIC,Swimming Pool,"Loddon-Mallee, Hume",-36.31,145.05
Tongala Swimming Pool,Henderson Road,Tongala,3621,VIC,Swimming Pool,Loddon-Mallee,-36.27,144.85
Broken-Boosey State Park,past Shepparton on the Benalla-Tocumwal Road,Shepparton,3630,VIC,Park/Garden/Reserve,Hume,-36.36,145.4
Australian Plant Society Shepparton,Shepparton Vision Centre,Shepparton,3630,VIC,Gardening Club,Hume Region,-36.36,145.4
Shepparton Little Athletics Centre,McEwen Reserve,Shepparton,3630,VIC,Little Athletics Club,Hume Region,-36.36,145.4
Goulburn Valley Older Adults Recreation Network Inc,38 Welsford Street,Shepparton,3630,VIC,Recreation Group,Hume,-36.36,145.4
Interchange - Goulburn Valley,94 Wyndham Street,Shepparton,3630,VIC,Recreation Group,Hume,-36.36,145.4
Aquamoves,Tom Collins Drive,Shepparton,3630,VIC,Swimming Pool,Hume Region,-36.36,145.4
Shepparton Adventure Club,PO Box 264,Shepparton,3632,VIC,Recreation Group,Hume Region,-36.54,145.6
Numurkah Aquatic Centre,184 Melville Street,Numurkah,3636,VIC,Swimming Pool,Hume,-36.14,145.5
Nathalia Little Athletics Centre,Nathalia Recreation Reserve,Nathalia,3638,VIC,Little Athletics Club,Hume Region,-36.15,145.17
Barmah State Park,Between Barmah and Strathmerton,Barmah,3639,VIC,Park/Garden/Reserve,Hume,-36.02,144.97
Cobram Memorial Swimming Pool,Punt Road,Cobram,3644,VIC,Swimming Pool,Hume,-35.91,145.69
Broadford Swimming Centre,Hamilton Street,Broadford,3658,VIC,Swimming Pool,Hume,-37.2,145.05
Tallarook Swimming Pool,Main Street,Tallarook,3659,VIC,Swimming Pool,Tallarook,-37.13,145.02
Australian Plant Society Seymour,Seymour,Seymour,3660,VIC,Gardening Club,Hume Region,-37.09,145.5
Seymour Little Athletics Centre,Chittick Park,Seymour,3660,VIC,Little Athletics Club,Hume Region,-37.09,145.5
Seymour Olympic Swimming Centre,Leslie Street,Seymour,3660,VIC,Swimming Pool,Hume,-37.09,145.5
Seymour Sports & Aquatic Centre,Chittick Park,Seymour,3660,VIC,Swimming Pool,Hume Region,-37.09,145.5
Avenel Swimming Pool,Queen Street,Avenel,3664,VIC,Swimming Pool,Hume,-36.89,145.23
Euroa Life Ball,C/- Ralston Pavillion,Euroa,3666,VIC,Recreation Group,Hume,-36.71,145.64
Euroa Swimming Pool,Bury Street,Euroa,3666,VIC,Swimming Pool,Hume,-36.71,145.64
Benalla Little Athletics Centre,Churchill Memorial Reserve,Benalla,3671,VIC,Little Athletics Club,Hume Region,-36.39,145.42
Reef Hills State Park,Benalla,Benalla,3672,VIC,Park/Garden/Reserve,Hume,-36.55,145.99
Benalla Bridge Club,PO Box 764,Benalla,3672,VIC,Recreation Group,Hume,-36.55,145.99
Gliding Club of Victoria,Benalla Airport,Benalla,3672,VIC,Recreation Group,Hume,-36.55,145.99
Benalla Aquatic Centre,4 Mair Street,Benalla,3672,VIC,Swimming Club,Hume,-36.55,145.99
Warby Range State Park,Glenrowan,Glenrowan,3675,VIC,Park/Garden/Reserve,Glenrowan,-36.27,146.13
Australian Plant Society Wangaratta,Park Lane Nursery,Wangaratta,3676,VIC,Gardening Club,Hume Region,-36.34,146.34
Wangaratta Little Athletics Centre,Appin Park,Wangaratta,3676,VIC,Little Athletics Club,Hume Region,-36.34,146.34
Ovens and Murray Bridge Club,PO Box 590,Wangaratta,3676,VIC,Recreation Group,Hume,-36.34,146.34
Wangaratta Out & About,PO Box 825,Wangaratta,3676,VIC,Recreation Group,Hume Region,-36.34,146.34
Wangaratta Olympic Swimming Pool,Swan Street,Wangaratta,3677,VIC,Swimming Pool,Hume,-36.35,146.3
Yarrunga Pool,Brash Ave,Wangaratta,3677,VIC,Swimming Pool,Hume,-36.35,146.3
Wangaratta Indoor Sports & Aquatic Centre,HP Barr Reserve,Wangaratta,3677,VIC,Swimming Pool,Hume Region,-36.35,146.3
Chiltern-Mt Pilot National Park,Chiltern,Chiltern,3683,VIC,Park/Garden/Reserve,Hume,-36.15,146.61
North East Older Adults Recreation Network,PO Box 1162,Wodonga,3689,VIC,Recreation Group,Hume,-37.68,144.99
Wodonga Bridge Club,PO Box 141,Wodonga,3689,VIC,Recreation Group,Hume,-37.68,144.99
Wodonga Sports & Leisure Centre,Hedgerow Court,Wodonga,3689,VIC,Swimming Pool,Hume Region,-37.68,144.99
Wodonga Raja Yoga Centre,80 Chapple Street,Wodonga,3690,VIC,Recreation Group,Hume,-36.1,146.82
Wodonga Swimming Club,C/- 5 Roseland Road,Wodonga,3690,VIC,Swimming Club,Hume,-36.1,146.82
Wodonga Olympic Pool,Wodonga,Wodonga,3690,VIC,Swimming Pool,Hume,-36.1,146.82
Birkebeiner Nordic Ski Club Inc,PO Box 192,Mount Beauty,3699,VIC,Recreation Group,Hume,-36.81,147.22
Howmans Gap Alpine Centre,RMB 2587,Falls Creek,3699,VIC,Recreation Group,Hume Region,-36.81,147.22
Mount Granya State Park,60km East from Wodonga,Granya,3701,VIC,Park/Garden/Reserve,Granya,-36.53,147.5
Mount Lawson State Park,65km North-East from Wodonga,Koetong,3704,VIC,Park/Garden/Reserve,Koetong,-36.1,147.54
Burrowa-Pine Mountain National Park,Cudgewa,Cudgewa,3705,VIC,Park/Garden/Reserve,Cudgewa,-36.19,147.77
Wabba Wilderness Park,"South-west of Corryong, Via the Corryong-Nariel Road and Gibb Range Road",Corryong,3707,VIC,Park/Garden/Reserve,Hume,-36.28,148.03
Cathedral Range State Park,Buxton,Buxton,3711,VIC,Park/Garden/Reserve,victoria central,-37.42,145.71
Lake Eildon National Park,Lake Eildon,Lake Eildon,3713,VIC,Park/Garden/Reserve,Lake Eildon,-37.23,145.91
Outdoor Education Group,109 Goulburn Valley Highway,Eildon,3713,VIC,Recreation Group,Hume,-37.23,145.91
Mount Samaria State Park,14km north of Mansfield,Mansfield,3722,VIC,Park/Garden/Reserve,Hume,-37.01,146.22
Power's Lookout Reserve,Mansfield,Mansfield,3722,VIC,Park/Garden/Reserve,Hume,-37.01,146.22
Mansfield Little Athletics Centre,Mansfield Recreation Reserve,Mansfield,3722,VIC,Little Athletics Club,Hume Region,-37.01,146.22
Mansfield Outdoor Pool,Mansfield,Mansfield,3722,VIC,Swimming Pool,Hume,-37.01,146.22
Howqua Hills Historic Area,near Merrijig,near Merrijig,3723,VIC,Park/Garden/Reserve,near Merrijig,-36.89,146.26
Tungamah Police Citizens Youth Club,"Tungamah Police Station, Argus Street",Tungamah,3728,VIC,Recreation Group,Hume,-36.1,146.08
Yarrawonga Bridge Club,PO Box 13,Yarrawonga,3730,VIC,Recreation Group,Hume,-36.03,146.08
Myrtleford Swimming Pool,Standish Street,Myrtleford,3737,VIC,Swimming Pool,Hume,-36.98,146.78
Mount Buffalo National Park,320km north-east of Melbourne,Bright,3741,VIC,Park/Garden/Reserve,Hume,-36.73,146.96
Outdoor Travel,Shop 3/1 Ireland Street,Bright,3741,VIC,Recreation Group,Hume Region,-36.73,146.96
Beechworth Historic Park,Beechworth,Beechworth,3747,VIC,Park/Garden/Reserve,Hume,-36.36,146.69
Beechworth Swimming Pool,"Beechworth Swimming Complex, Harper Avenue",Beechworth,3747,VIC,Swimming Pool,Hume,-36.36,146.69
Yackandandah War Memorial Swimming Pool,Williams Street,Yackandandah,3749,VIC,Swimming Pool,Hume,-36.41,146.86
Hawkstowe Park,20 km North-East of central Melbourne,South Morang,3752,VIC,Park/Garden/Reserve,North and West Metropolitan Region,-37.65,145.1
Middle Gorge Park,South Morang,South Morang,3752,VIC,Park/Garden/Reserve,North and West Metropolitan Region,-37.65,145.1
Nioka Bush Camp ,South Morang,South Morang,3752,VIC,Park/Garden/Reserve,North and West Metropolitan Region,-37.65,145.1
Yan Yean Reservoir Park,Recreation Road just off Arthurs Creek Road,Yan Yean,3755,VIC,Park/Garden/Reserve,victoria melbourne,-37.57,145.14
Toorourrong Reservoir Park,Whittlesea,Whittlesea,3757,VIC,Park/Garden/Reserve,North and West Metropolitan Region,-37.45,145.11
Kinglake National Park,Kinglake,Kinglake,3763,VIC,Park/Garden/Reserve,Hume,-37.48,145.28
Kilmore & District Little Athletics,Clancy Reserve,Kilmore,3764,VIC,Little Athletics Club,Hume Region,-37.31,144.89
Kilmore Country Masters Swimming Club,White Street,Kilmore,3764,VIC,Swimming Club,Hume,-37.31,144.89
Kilmore District Amateur Swimming Club,White Street,Kilmore,3764,VIC,Swimming Club,Hume,-37.31,144.89
Kalorama Park,Dandenong Ranges,Kalorama,3766,VIC,Park/Garden/Reserve,Kalorama,-37.82,145.37
Mount Dandenong Arboretum,Mount Dandenong,Mount Dandenong,3767,VIC,Park/Garden/Reserve,Mount Dandenong,-37.84,145.36
William Ricketts Sanctuary,Mount Dandenong Tourist Rd,Mount Dandenong,3767,VIC,Park/Garden/Reserve,Mount Dandenong,-37.84,145.36
Sugarloaf Reservoir Park,Christmas Hills,Christmas Hills,3775,VIC,Park/Garden/Reserve,Christmas Hills,-37.65,145.32
Maroondah Reservoir Park,Healesville,Healesville,3777,VIC,Park/Garden/Reserve,Eastern Metro,-37.69,145.54
Swinburne University Short Courses - Healesville,Healesville Campus,Healesville,3777,VIC,Recreation Group,Eastern Metro,-37.69,145.54
Healesville Community Indoor Heated Pool,Camerons Road,Healesville,3777,VIC,Swimming Pool,Eastern Metro,-37.69,145.54
Healesville Outdoor Pool,"36A Don Road, Queens Park",Healesville,3777,VIC,Swimming Pool,Eastern Metro,-37.69,145.54
Upper Goulburn Historic Area,Marysville,Marysville,3779,VIC,Park/Garden/Reserve,Hume,-37.56,145.89
Bunyip State Park,Gembrook,Gembrook,3783,VIC,Park/Garden/Reserve,victoria central,-37.95,145.55
Kurth Kiln Park,Gembrook,Gembrook,3783,VIC,Park/Garden/Reserve,Gembrook,-37.95,145.55
National Rhododendron Gardens,The Georgian Road,Olinda,3788,VIC,Park/Garden/Reserve,Eastern Metro,-37.86,145.36
Pirianda Garden,Olinda,Olinda,3788,VIC,Park/Garden/Reserve,Eastern Metro,-37.86,145.36
RJ Hamer Arboretum,Olinda,Olinda,3788,VIC,Park/Garden/Reserve,Eastern Metro,-37.86,145.36
Olinda Outdoor Pool,Olinda - Monbulk Rd,Olinda,3788,VIC,Swimming Pool,Eastern Metro,-37.86,145.36
Alfred Nicholas Gardens,Sherbrooke Road,Sherbrooke,3789,VIC,Park/Garden/Reserve,Sherbrooke,-37.88,145.36
Mooroolbark Seniors Club,12 Beagley Street,Kallista,3791,VIC,Recreation Group,Eastern Metro,-37.9,145.41
Silvan Reservoir Park,Mount Evelyn,Mount Evelyn,3796,VIC,Park/Garden/Reserve,Eastern Metro,-37.79,145.38
Lilydale & Yarra Ranges Little Athletics Centre,Morrison Reserve,Mount Evelyn,3796,VIC,Little Athletics Club,Eastern Metropolitan Region,-37.79,145.38
Mount Evelyn Recreation Camp,Tramway Road,Mount Evelyn,3796,VIC,Recreation Group,Eastern Metro,-37.79,145.38
Gawler Foundation,55 Rayner Court,Yarra Junction,3797,VIC,Recreation Group,Eastern Metropolitan Region,-37.86,145.71
Yarra Recreation Centre,Warburton Highway,Yarra Junction,3797,VIC,Swimming Pool,Eastern Metropolitan Region,-37.86,145.71
Upper Yarra Reservoir Park,Warburton,Warburton,3799,VIC,Park/Garden/Reserve,Eastern Metro,-37.76,145.75
Yarra Ranges National Park,Warburton,Warburton,3799,VIC,Park/Garden/Reserve,Eastern Metro,-37.76,145.75
Warburton Tennis Club,Warburton Highways,Warburton,3799,VIC,Recreation Group,Eastern Metro,-37.76,145.75
Warburton Outdoor Pool,Warburton Highway,Warburton,3799,VIC,Swimming Club,Eastern Metro,-37.76,145.75
Hallam Community Centre,Mapleson House,Hallam,3803,VIC,Recreation Group,Southern Metro,-38,145.27
Cardinia Reservoir Park,Narre Warren East,Narre Warren East,3804,VIC,Park/Garden/Reserve,Southern Metro;,-37.97,145.36
Life Activities Club - Casey/Cardinia,PO Box 1182,Narre Warren,3805,VIC,Recreation Group,Southern Metro,-38.02,145.3
Casey Aquatic & Recreational Centre,Cnr Overland Drive & Princes Highway,Narre Warren,3805,VIC,Swimming Pool,Southern Metropolitan Region,-38.02,145.3
Wilson Botanic Park,Princes Highway,Berwick,3806,VIC,Park/Garden/Reserve,Southern Metro,-38.03,145.34
